class_name,class_dates,class_times,class_professor,year,semester
Public Affairs (PUB AFF) M160 - Urban Sustainability Lec 1,No instructors,Select Public Affairs (PUB AFF) M160 - Urban Sustainability Lec 1,No instructors,2024,fall
"Public Affairs (PUB AFF) 180 - Lawyers, Law, and Public Affairs Lec 1",TR,3:30pm-4:45pm,"Zipperstein, S.E.",2024,fall
Public Affairs (PUB AFF) 187AX - Experiential Learning Capstone Lec 1,W,3pm-3:50pm,"Crane, R.E.",2024,fall
Public Health (PUB HLT) 50A - Introduction to Public Health I Lec 1,TR,2pm-3:50pm,"Kim-Farley, R.J.",2024,fall
Public Health (PUB HLT) C150 - Fundamentals of Public Health Lec 1,TR,1pm-2:50pm,"Shafir, S.C.",2024,fall
Public Health (PUB HLT) 200A - Foundations in Public Health Lec 1,TR,TR,10am-11:50am,2024,fall
Public Health (PUB HLT) C201 - Fundamentals of Public Health Lec 1,TA,Select Public Health (PUB HLT) C201 - Fundamentals of Public Health Lec 81,"Shafir, S.C.",2024,fall
Public Health (PUB HLT) C201 - Fundamentals of Public Health Lec 81,"Shafir, S.C.",Select Public Health (PUB HLT) C201 - Fundamentals of Public Health Lec 1,TA,2024,fall
Public Health (PUB HLT) 401 - Public Health as Profession Lec 1,T,T,9am-11:50am,2024,fall
Public Health (PUB HLT) 401 - Public Health as Profession Lec 2,R,R,9am-11:50am,2024,fall
Public Health (PUB HLT) 490 - Public Speaking Mastery for Public Health Professional Lec 1,W,3pm-4:50pm,"Levin, W.C.",2024,fall
"Religion, Study of (RELIGN) M10 - Introduction to Judaism Lec 1",TR,11am-12:15pm,"Bonesho, C.E.",2024,fall
"Religion, Study of (RELIGN) 11 - Religion in Los Angeles Lec 1",TR,11am-12:15pm,"Joseph, S.J.",2024,fall
"Religion, Study of (RELIGN) 55 - Spirit of Medicine Lec 1",TR,12:30pm-1:45pm,"Gillespie, R.T.",2024,fall
"Religion, Study of (RELIGN) M60A - Introduction to Buddhism Lec 1",TR,9:30am-10:45am,"Balkwill, S.",2024,fall
"Religion, Study of (RELIGN) M60C - Introduction to Korean Religions Lec 1",MW,2pm-3:15pm,"Oak, S.",2024,fall
"Religion, Study of (RELIGN) M179 - Topics in Moral Philosophy: Evil Lec 1",12pm-1:50pm,"Johnson, M.C.",M,2024,fall
"Religion, Study of (RELIGN) M182A - Ancient Jewish History Lec 1",TR,3:30pm-4:45pm,"Smoak, J.D.",2024,fall
Social Science (SOC SC) 402 - Quantitative Data Analysis in Social Science Lec 80,R,1pm-3:50pm,TA,2024,fall
Social Welfare (SOC WLF) M151 - Child Welfare Policy in America Lec 1,No instructors,Select Social Welfare (SOC WLF) M151 - Child Welfare Policy in America Lec 1,No instructors,2024,fall
Social Welfare (SOC WLF) 202A - Dynamics of Human Behavior Lec 1,TR,2pm-3:15pm,TA,2024,fall
Social Welfare (SOC WLF) 202A - Dynamics of Human Behavior Lec 2,TR,11am-12:15pm,"Brinderson, L.A.",2024,fall
Social Welfare (SOC WLF) 210A - Foundations of Social Work Practice I Lec 1,TR,8am-9:15am,"Mitchell, T.E.",2024,fall
Social Welfare (SOC WLF) 210A - Foundations of Social Work Practice I Lec 2,TR,8am-9:15am,"Astor, R.A.",2024,fall
Social Welfare (SOC WLF) 210A - Foundations of Social Work Practice I Lec 3,TR,9:30am-10:45am,"Palencia, H.",2024,fall
Social Welfare (SOC WLF) 210A - Foundations of Social Work Practice I Lec 4,TR,9:30am-10:45am,"Astor, R.A.",2024,fall
Social Welfare (SOC WLF) 210A - Foundations of Social Work Practice I Lec 5,TR,3:30pm-4:45pm,"Blauner, M.N.",2024,fall
Social Welfare (SOC WLF) 211A - Human Behavior in Social Environment: Theoretical Perspectives in Social Work and Social Welfare I Lec 1,TR,8am-9:15am,"LondoñO, T.",2024,fall
Social Welfare (SOC WLF) 211A - Human Behavior in Social Environment: Theoretical Perspectives in Social Work and Social Welfare I Lec 2,TR,8am-9:15am,The Staff,2024,fall
Social Welfare (SOC WLF) 211A - Human Behavior in Social Environment: Theoretical Perspectives in Social Work and Social Welfare I Lec 3,TR,9:30am-10:45am,"LondoñO, T.",2024,fall
Social Welfare (SOC WLF) 211A - Human Behavior in Social Environment: Theoretical Perspectives in Social Work and Social Welfare I Lec 4,TR,9:30am-10:45am,"Demko, C.M.",2024,fall
Social Welfare (SOC WLF) 211A - Human Behavior in Social Environment: Theoretical Perspectives in Social Work and Social Welfare I Lec 5,TR,5pm-6:15pm,"Sanati, M.A.",2024,fall
Social Welfare (SOC WLF) 214A - Foundations of Social Welfare Policy Lec 1,TR,11am-12:15pm,TA,2024,fall
Social Welfare (SOC WLF) 214A - Foundations of Social Welfare Policy Lec 2,TR,2pm-3:15pm,TA,2024,fall
Social Welfare (SOC WLF) 229A - Craft of Social Welfare Scholarship I Lec 1,M,2pm-4:50pm,"Astor, R.A.",2024,fall
Social Welfare (SOC WLF) 231A - Family Systems Interventions Lec 1,TR,9:30am-10:45am,"Moio, J.A.",2024,fall
Social Welfare (SOC WLF) 231A - Family Systems Interventions Lec 2,TR,3:30pm-4:45pm,"Moio, J.A.",2024,fall
Social Welfare (SOC WLF) 231A - Family Systems Interventions Lec 3,TR,5pm-6:15pm,"Patton, Q.",2024,fall
Social Welfare (SOC WLF) 231E - Advanced Social Welfare Practice: School Social Work Lec 1,TR,8am-9:15am,TA,2024,fall
Social Welfare (SOC WLF) 231F - Advanced Social Welfare Practice: Cognitive-Behavioral Theories and Methods Lec 1,TR,2pm-3:15pm,"Ramirez, G.U.",2024,fall
Social Welfare (SOC WLF) 231F - Advanced Social Welfare Practice: Cognitive-Behavioral Theories and Methods Lec 2,TR,3:30pm-4:45pm,"Ramirez, G.U.",2024,fall
Social Welfare (SOC WLF) 241J - Advanced Social Welfare Practice: Community Practice Lec 1,TR,2pm-3:15pm,"Moio, J.A.",2024,fall
Social Welfare (SOC WLF) M249A - Introduction to Luskin PhD Research Lec 1,T,2pm-4:50pm,The Staff,2024,fall
Social Welfare (SOC WLF) 260A - Research Capstone I: Project Development Lec 1,TR,11am-12:15pm,"Levy-Storms, L.F.",2024,fall
Social Welfare (SOC WLF) 260A - Research Capstone I: Project Development Lec 2,TR,11am-12:15pm,"Demko, C.M.",2024,fall
Social Welfare (SOC WLF) 260A - Research Capstone I: Project Development Lec 3,TR,11am-12:15pm,"Karimli, L.",2024,fall
Social Welfare (SOC WLF) 260A - Research Capstone I: Project Development Lec 4,TR,11am-12:15pm,"Moio, J.A.",2024,fall
"Social Welfare (SOC WLF) 290E - Lesbian, Gay, Bisexual, and Transgender Health, Law, and Public Policy Lec 1",TR,8am-9:15am,"Ochoa, A.M.",2024,fall
Social Welfare (SOC WLF) M290M - Health Policy Lec 1,TR,9:30am-10:45am,"Talley, M.D.",2024,fall
Society and Genetics (SOC GEN) 5 - Integrative Approaches to Human Biology and Society Lec 1,TR,12:30pm-1:45pm,"Scroggins, M.J.",2024,fall
Society and Genetics (SOC GEN) M71A - Biotechnology and Society Lec 1,MW,12:30pm-1:45pm,"Rensel, M.A.",2024,fall
Society and Genetics (SOC GEN) M72A - Sex from Biology to Gendered Society Lec 1,TR,2pm-3:15pm,"Vaughn, R.A.",2024,fall
Society and Genetics (SOC GEN) 105B - Problems of Identity at Biology/Society Interface Lec 1,MW,11am-12:15pm,"Allard, P.",2024,fall
"Society and Genetics (SOC GEN) 108 - Human Biology, Genetics, and Society Lec 1",TR,12:30pm-1:45pm,"Carr, D.J.",2024,fall
"Society and Genetics (SOC GEN) M126 - Genes, Disease, and Culture Lec 1",TR,11am-12:15pm,"Bigham, A.W.",2024,fall
"Society and Genetics (SOC GEN) 131 - Data, Artificial Intelligence, and Algorithms in the Biosciences Lec 1",TR,3:30pm-4:45pm,"Kelty, C.M.",2024,fall
Society and Genetics (SOC GEN) M144 - Stress and Society: Biology and Inequality Lec 1,MW,3:30pm-4:45pm,"Rensel, M.A.",2024,fall
Society and Genetics (SOC GEN) 180 - Special Courses in Society and Genetics: Science and Technology Studies through Feminist Framework Lec 1,TR,TR,9:30am-10:45am,2024,fall
Society and Genetics (SOC GEN) 180 - Special Courses in Society and Genetics: Take Cure or Dye: Intersection of Medicinal and Color Valuesin Botanical Knowledge Lec 2,TR,2pm-3:15pm,"Zeleny, C.L.",2024,fall
Sociology (SOCIOL) 1 - Introductory Sociology Lec 1,"Anderson, T.L.",T,1pm-1:50pm,2024,fall
Sociology (SOCIOL) 1 - Introductory Sociology Lec 2,MW,12pm-1:50pm,"Villarreal, A.",2024,fall
Sociology (SOCIOL) M5 - Social Organization of Black Communities Lec 1,MW,5pm-6:15pm,"Hunter, M.",2024,fall
Sociology (SOCIOL) 20 - Introduction to Sociological Research Methods Lec 1,F,10am-12:50pm,"Yu, W.",2024,fall
Sociology (SOCIOL) 20 - Introduction to Sociological Research Methods Lec 2,TR,12:30pm-1:45pm,"Bahtina, D.",2024,fall
Sociology (SOCIOL) M72A - Sex from Biology to Gendered Society Lec 1,TR,2pm-3:15pm,"Vaughn, R.A.",2024,fall
Sociology (SOCIOL) 101 - Development of Sociological Theory Lec 1,MW,8am-9:15am,"Jepson, M.C.",2024,fall
Sociology (SOCIOL) 101 - Development of Sociological Theory Lec 2,TR,5pm-6:15pm,"Sigmon, J.P.",2024,fall
Sociology (SOCIOL) 102 - Contemporary Sociological Theory Lec 1,TR,3:30pm-4:45pm,"Sigmon, J.P.",2024,fall
Sociology (SOCIOL) 110 - Comparative and Historical Methods Lec 1,MW,2pm-3:15pm,"Speer, I.D.",2024,fall
Sociology (SOCIOL) 111 - Social Networks Lec 1,MW,9:30am-10:45am,"Wegemer, C.",2024,fall
Sociology (SOCIOL) CM124A - Conversational Structures I Lec 1,MW,11am-12:15pm,"Clayman, S.E.",2024,fall
Sociology (SOCIOL) 131 - Careers in Sociology Lec 1,MW,10am-11:50am,"Andalon, R.",2024,fall
Sociology (SOCIOL) 132 - Social Psychology: Sociological Approaches Lec 1,F,11am-1:50pm,"Placek, K.",2024,fall
Sociology (SOCIOL) 133 - Collective Behavior Lec 1,MW,3:30pm-4:45pm,No instructors,2024,fall
Sociology (SOCIOL) 134 - Culture and Personality Lec 1,TR,8am-9:15am,No instructors,2024,fall
Sociology (SOCIOL) M144 - Stress and Society: Biology and Inequality Lec 1,MW,3:30pm-4:45pm,"Rensel, M.A.",2024,fall
Sociology (SOCIOL) 147A - Sociology of Crime Lec 1,TR,11am-12:15pm,No instructors,2024,fall
Sociology (SOCIOL) 147A - Sociology of Crime Lec 2,TR,11am-12:15pm,"Sexton, J.S.",2024,fall
Sociology (SOCIOL) 158 - Urban Sociology Lec 1,TR,8am-9:15am,"Herring, C.J.",2024,fall
Sociology (SOCIOL) M161 - Comparative American Indian Societies Lec 1,M,1pm-3:50pm,The Staff,2024,fall
Sociology (SOCIOL) M162 - Sociology of Gender Lec 1,TR,3:30pm-4:45pm,"Saguy, A.C.",2024,fall
Sociology (SOCIOL) 172 - Entrepreneurship Lec 1,MW,2pm-3:15pm,No instructors,2024,fall
Sociology (SOCIOL) 173 - Economy and Society Lec 1,MW,2pm-3:15pm,"Rossman, G.",2024,fall
Spanish (SPAN) 1 - Elementary Spanish Lec 1,MW,8am-9:15am,"Arreguin Gomez, A.",2024,fall
Spanish (SPAN) 1 - Elementary Spanish Lec 2,MW,9:30am-10:45am,"Diaz Leguizamon, J",2024,fall
Spanish (SPAN) 1 - Elementary Spanish Lec 3,MW,11am-12:15pm,"Mora Triay, M.F.",2024,fall
Spanish (SPAN) 1 - Elementary Spanish Lec 4,TR,8am-9:15am,"Jia, J.",2024,fall
Spanish (SPAN) 1 - Elementary Spanish Lec 5,TR,9:30am-10:45am,"Morales, E.",2024,fall
Spanish (SPAN) 1 - Elementary Spanish Lec 6,TR,11am-12:15pm,"Paulow, M.R.",2024,fall
Spanish (SPAN) 1 - Elementary Spanish Lec 7,MW,12:30pm-1:45pm,TA,2024,fall
Spanish (SPAN) 1 - Elementary Spanish Lec 8,MW,8am-9:15am,TA,2024,fall
Spanish (SPAN) 2 - Elementary Spanish Lec 1,MW,9:30am-10:45am,"Middleton, M.R.",2024,fall
Spanish (SPAN) 2 - Elementary Spanish Lec 2,MW,11am-12:15pm,"Arranz Otaegui, I.",2024,fall
Spanish (SPAN) 2 - Elementary Spanish Lec 3,TR,8am-9:15am,"Gzehoviak, J.",2024,fall
Spanish (SPAN) 2 - Elementary Spanish Lec 4,MW,12:30pm-1:45pm,"McKay Villegas, A.",2024,fall
Spanish (SPAN) 3 - Elementary Spanish Lec 1,MW,8am-9:15am,The Staff,2024,fall
Spanish (SPAN) 3 - Elementary Spanish Lec 2,MW,9:30am-10:45am,"Suhr, C.",2024,fall
Spanish (SPAN) 3 - Elementary Spanish Lec 3,MW,11am-12:15pm,"Suhr, C.",2024,fall
Spanish (SPAN) 3 - Elementary Spanish Lec 4,TR,8am-9:15am,"Garcia Lorenzo, G.",2024,fall
Spanish (SPAN) 3 - Elementary Spanish Lec 5,TR,9:30am-10:45am,"Garcia Lorenzo, G.",2024,fall
Spanish (SPAN) 3 - Elementary Spanish Lec 6,TR,11am-12:15pm,"Garcia Lorenzo, G.",2024,fall
Spanish (SPAN) 4 - Intermediate Spanish Lec 1,MW,9:30am-10:45am,TA,2024,fall
Spanish (SPAN) 5 - Intermediate Spanish Lec 1,MW,12:30pm-1:45pm,"Middleton, M.R.",2024,fall
Spanish (SPAN) 7A - Introductory Spanish for Heritage Speakers Lec 1,TR,9:30am-10:45am,"Mora Laciana, C.",2024,fall
Spanish (SPAN) 7A - Introductory Spanish for Heritage Speakers Lec 2,TR,11am-12:15pm,The Staff,2024,fall
Spanish (SPAN) 7B - Intermediate Spanish for Heritage Speakers Lec 1,MW,11am-12:15pm,"Cuevas-Collante, P",2024,fall
Spanish (SPAN) 11A - Catalan Language and Culture I Lec 1,MW,10am-11:50am,The Staff,2024,fall
Spanish (SPAN) 12A - Basque Language and Culture I Lec 1,MW,2pm-3:50pm,"Arranz Otaegui, I.",2024,fall
Spanish (SPAN) 25 - Advanced Spanish Composition Lec 1,MW,12:30pm-1:45pm,"Molina, C.",2024,fall
Spanish (SPAN) 25 - Advanced Spanish Composition Lec 2,TR,8am-9:15am,"Tobin, S.C.",2024,fall
Spanish (SPAN) 25 - Advanced Spanish Composition Lec 3,MW,9:30am-10:45am,TA,2024,fall
Spanish (SPAN) 25 - Advanced Spanish Composition Lec 4,TR,11am-12:15pm,"Rama Luna, A.",2024,fall
Spanish (SPAN) 27 - Advanced Spanish Composition for Heritage Speakers Lec 1,MW,9:30am-10:45am,"Hernandez, Y.Y.",2024,fall
Spanish (SPAN) 27 - Advanced Spanish Composition for Heritage Speakers Lec 2,TR,12:30pm-1:45pm,The Staff,2024,fall
"Spanish (SPAN) M35 - Spanish, Portuguese, and Nature of Language Lec 1",MW,4pm-5:50pm,"Mateu, V.",2024,fall
Spanish (SPAN) 44 - Latin American Cultures Lec 1,MW,6pm-7:50pm,"Arroyo Calderon, P",2024,fall
Spanish (SPAN) 119 - Introduction to Literary Analysis Lec 1,MW,10am-11:50am,"Arrieta Fernandez,",2024,fall
Spanish (SPAN) 119 - Introduction to Literary Analysis Lec 2,TR,4pm-5:50pm,"Marturano, J.",2024,fall
"Spanish (SPAN) 130 - Topics in Medieval Studies: Stories, Narratives, Fables, and Sagas of Medieval Iberia Lec 1",MW,10am-11:50am,"Dagenais, J.C.",2024,fall
Spanish (SPAN) 135 - Topics in Early Modern Studies: Written on Ocean: Ships and Sailors in Colonial Spanish-American Literature Lec 1,MW,12pm-1:50pm,"Rodriguez, J.N.",2024,fall
Spanish (SPAN) 150 - Topics in Contemporary Studies Lec 2,MW,4pm-5:50pm,The Staff,2024,fall
Spanish (SPAN) 150 - Topics in Contemporary Studies: Mexican Climate Fiction Lec 1,TR,2pm-3:50pm,"Tobin, S.C.",2024,fall
Spanish (SPAN) 160 - Topics in Spanish Linguistics Lec 2,TR,2pm-3:50pm,"Quicoli, A.C.",2024,fall
Spanish (SPAN) 160 - Topics in Spanish Linguistics Lec 3,MW,2pm-3:50pm,The Staff,2024,fall
Spanish (SPAN) 160 - Topics in Spanish Linguistics: Mayan Languages and Cultures Lec 1,MW,10am-11:50am,"Ranero Echeverria,",2024,fall
Spanish (SPAN) 170 - Topics in Interdisciplinary and Transhistorical Studies: Indigenous Andean Life in Contemporary World Lec 1,TR,4pm-5:50pm,de La Torre Amagua,2024,fall
"Spanish (SPAN) 180 - Topics in Visual Culture: History, Memory, Truth, Fiction: Documentary Practices in Latin America Lec 1",TR,10am-11:50am,"Cohen, G.D.",2024,fall
Statistics (STATS) 10 - Introduction to Statistical Reasoning Lec 1,TR,11am-12:15pm,"Cha, M.",2024,fall
Statistics (STATS) 10 - Introduction to Statistical Reasoning Lec 2,TR,2pm-3:15pm,"Cha, M.",2024,fall
Statistics (STATS) 10 - Introduction to Statistical Reasoning Lec 3,MW,8am-9:15am,"Suh, N.",2024,fall
Statistics (STATS) 10 - Introduction to Statistical Reasoning Lec 4,TR,8am-9:15am,"Suh, N.",2024,fall
Statistics (STATS) 10 - Introduction to Statistical Reasoning Lec 5,TR,3:30pm-4:45pm,"Tsiang, M.",2024,fall
Statistics (STATS) 10 - Introduction to Statistical Reasoning Lec 6,TR,8am-9:15am,No instructors,2024,fall
Statistics (STATS) 13 - Introduction to Statistical Methods for Life and Health Sciences Lec 1,MW,5pm-6:15pm,The Staff,2024,fall
Statistics (STATS) 13 - Introduction to Statistical Methods for Life and Health Sciences Lec 2,MW,2pm-3:15pm,The Staff,2024,fall
Statistics (STATS) 13 - Introduction to Statistical Methods for Life and Health Sciences Lec 3,TR,8am-9:15am,"Kim, D.S.",2024,fall
Statistics (STATS) 13 - Introduction to Statistical Methods for Life and Health Sciences Lec 4,TR,9:30am-10:45am,"Kim, D.S.",2024,fall
Statistics (STATS) 13 - Introduction to Statistical Methods for Life and Health Sciences Lec 5,TR,5pm-6:15pm,No instructors,2024,fall
Statistics (STATS) 15 - Introduction to Data Science Lec 1,MW,9:30am-10:45am,"Gould, R.L.",2024,fall
Statistics (STATS) 20 - Introduction to Statistical Programming with R Lec 1,TR,8am-9:15am,"Maierhofer, T.J.",2024,fall
Statistics (STATS) 20 - Introduction to Statistical Programming with R Lec 2,TR,12:30pm-1:45pm,"Maierhofer, T.J.",2024,fall
Statistics (STATS) 21 - Python and Other Technologies for Data Science Lec 1,MWF,9am-9:50am,"Chen, M.S.",2024,fall
Statistics (STATS) 100A - Introduction to Probability Lec 1,MW,3:30pm-4:45pm,"Ho, H.",2024,fall
Statistics (STATS) 100A - Introduction to Probability Lec 2,MW,5pm-6:15pm,"Ho, H.",2024,fall
Statistics (STATS) 100A - Introduction to Probability Lec 3,TR,12:30pm-1:45pm,"Wang, B.",2024,fall
Statistics (STATS) 100A - Introduction to Probability Lec 4,TR,2pm-3:15pm,"Wang, B.",2024,fall
Statistics (STATS) 100B - Introduction to Mathematical Statistics Lec 1,MWF,1pm-1:50pm,"Christou, N.",2024,fall
Statistics (STATS) 100C - Linear Models Lec 1,TR,2pm-3:15pm,"Tsiang, M.",2024,fall
Statistics (STATS) 101C - Introduction to Statistical Models and Data Mining Lec 1,TR,9:30am-10:45am,"Xu, S.",2024,fall
Statistics (STATS) 101C - Introduction to Statistical Models and Data Mining Lec 2,TR,12:30pm-1:45pm,"Xu, S.",2024,fall
Statistics (STATS) 101C - Introduction to Statistical Models and Data Mining Lec 3,MW,9:30am-10:45am,"Almohalwas, A.M.",2024,fall
Statistics (STATS) 101C - Introduction to Statistical Models and Data Mining Lec 4,MW,11am-12:15pm,"Almohalwas, A.M.",2024,fall
Statistics (STATS) 102C - Introduction to Monte Carlo Methods Lec 1,MW,12:30pm-1:45pm,"Wu, G.",2024,fall
Statistics (STATS) 102C - Introduction to Monte Carlo Methods Lec 2,MW,2pm-3:15pm,"Wu, G.",2024,fall
Statistics (STATS) 102C - Introduction to Monte Carlo Methods Lec 3,MWF,8am-8:50am,"Chen, M.S.",2024,fall
Statistics (STATS) 112 - Statistics: Window to Understanding Diversity Lec 1,TR,3:30pm-4:45pm,"Esfandiari, M.M.",2024,fall
Statistics (STATS) 140XP - Practice of Statistical Consulting Lec 1,TR,3:30pm-4:45pm,"Lew, V.",2024,fall
Statistics (STATS) 140XP - Practice of Statistical Consulting Lec 2,TR,5pm-6:15pm,"Lew, V.",2024,fall
Statistics (STATS) 140XP - Practice of Statistical Consulting Lec 3,MW,3:30pm-4:45pm,"Zes, D.A.",2024,fall
Statistics (STATS) 140XP - Practice of Statistical Consulting Lec 4,MW,5pm-6:15pm,"Zes, D.A.",2024,fall
Statistics (STATS) C161 - Introduction to Pattern Recognition and Machine Learning Lec 1,TR,9:30am-10:45am,"Cheng, G.",2024,fall
Statistics (STATS) C180 - Introduction to Bayesian Statistics Lec 1,MW,2pm-3:15pm,The Staff,2024,fall
Statistics (STATS) C183 - Statistical Models in Finance Lec 1,MWF,11am-11:50am,"Christou, N.",2024,fall
Statistics (STATS) 200A - Applied Probability Lec 1,MW,12:30pm-1:45pm,"Montufar Cuartas,",2024,fall
"Statistics (STATS) 201A - Research Design, Sampling, and Analysis Lec 1",TR,2pm-3:15pm,"Xu, H.",2024,fall
Statistics (STATS) 202A - Statistics Programming Lec 1,TR,9:30am-10:45am,"Paik Schoenberg, F",2024,fall
"Statistics (STATS) 203 - Large Sample Theory, Including Resampling Lec 1",MW,3:30pm-4:45pm,No instructors,2024,fall
Statistics (STATS) 212 - Graphical Models Lec 1,TR,3:30pm-4:45pm,"Zhou, Q.",2024,fall
Statistics (STATS) 218 - Statistical Analysis of Networks Lec 1,TR,2pm-3:15pm,"Handcock, M.S.",2024,fall
Statistics (STATS) M231A - Pattern Recognition and Machine Learning Lec 1,MW,2pm-3:15pm,"Wu, Y.",2024,fall
"Statistics (STATS) M243 - Logic, Causation, and Probability Lec 1",MW,10am-11:50am,"Arah, O.A.",2024,fall
Statistics (STATS) C261 - Introduction to Pattern Recognition and Machine Learning Lec 1,TR,9:30am-10:45am,"Cheng, G.",2024,fall
Statistics (STATS) C283 - Statistical Models in Finance Lec 1,MWF,11am-11:50am,"Christou, N.",2024,fall
Theater 12 - Introduction to Performance Lec 1,TR,9am-11:50am,TA,2024,fall
Theater 13 - Play Reading and Analysis Lec 1,MW,12:30pm-1:45pm,"Taylor, D.A.",2024,fall
Theater 14A - Introduction to Design Lec 1,MW,9:30am-10:50am,TA,2024,fall
Theater 101A - Global Histories of Theater and Performance I Lec 1,MW,2pm-3:15pm,"Vermy, H.",2024,fall
"Theater 102B - K-Pop: Race, Gender, and Sexuality in Globalizing Asian Media Lec 1","Kim, S.","Select Theater 102B - K-Pop: Race, Gender, and Sexuality in Globalizing Asian Media Lec 1","Kim, S.",2024,fall
Urban Planning (URBN PL) M120 - Introduction to Cities and Planning Lec 1,TR,9:30am-10:45am,"Lens, M.C.",2024,fall
Urban Planning (URBN PL) M161 - Urban Sustainability Lec 1,No instructors,Select Urban Planning (URBN PL) M161 - Urban Sustainability Lec 1,No instructors,2024,fall
Urban Planning (URBN PL) M168 - Politics of Water Lec 1,W,10am-12:50pm,The Staff,2024,fall
Urban Planning (URBN PL) M201 - Theories of Architecture Lec 1,R,9am-11:50am,"Osman, M.",2024,fall
Urban Planning (URBN PL) 202 - Land Use Lec 1,MTR,9am-10:15am,"Zasloff, J.",2024,fall
Urban Planning (URBN PL) M208A - Introduction to Luskin PhD Research Lec 1,T,2pm-4:50pm,The Staff,2024,fall
Urban Planning (URBN PL) 219 - Special Topics in Built Environment Lec 1,T,5pm-7:50pm,"Mukhija, V.",2024,fall
Urban Planning (URBN PL) 219 - Special Topics in Built Environment Lec 2,T,2pm-4:50pm,"Goh, K.",2024,fall
Urban Planning (URBN PL) 220A - Quantitative Analysis in Urban Planning I Lec 1,MW,9:30am-10:45am,"Osman, T.",2024,fall
Urban Planning (URBN PL) 222A - Introduction to Planning History and Theory Lec 1,TR,9:30am-10:45am,"Vestal, M.A.",2024,fall
Urban Planning (URBN PL) 228 - Visual Communication Skills Lec 1,W,6pm-8:50pm,No instructors,2024,fall
Urban Planning (URBN PL) 228 - Visual Communication Skills Lec 2,W,6pm-8:50pm,No instructors,2024,fall
Urban Planning (URBN PL) 229 - Special Topics in Planning Methods Lec 2,"Lacob, D.C.",Select Urban Planning (URBN PL) 229 - Special Topics in Planning Methods Lec 2,"Lacob, D.C.",2024,fall
Urban Planning (URBN PL) 229 - Special Topics in Planning Methods Lec 3,"Lacob, D.C.",Select Urban Planning (URBN PL) 229 - Special Topics in Planning Methods Lec 3,"Lacob, D.C.",2024,fall
Urban Planning (URBN PL) 229 - Special Topics in Planning Methods Lec 4,"Lacob, D.C.",Select Urban Planning (URBN PL) 229 - Special Topics in Planning Methods Lec 4,"Lacob, D.C.",2024,fall
Urban Planning (URBN PL) 249 - Special Topics in Transportation Policy and Planning Lec 1,M,6pm-8:50pm,"France, R.A.",2024,fall
Urban Planning (URBN PL) M250 - Transportation and Land Use: Urban Form Lec 1,TR,11am-12:15pm,"Taylor, B.D.",2024,fall
Urban Planning (URBN PL) 260A - Environmental Assessment: Urban Design Lec 1,W,2pm-4:50pm,"Engel, R.A.",2024,fall
"Urban Planning (URBN PL) 261 - Land-Use Planning: Processes, Critiques, and Innovations Lec 1",T,5pm-7:50pm,No instructors,2024,fall
Urban Planning (URBN PL) 262 - Urban Environmental Problems: Water Resources Lec 1,TR,2pm-3:15pm,No instructors,2024,fall
Urban Planning (URBN PL) 264 - Environmental Law Lec 1,1:45pm-3:10pm,"Carlson, A.E.",Select Urban Planning (URBN PL) 264 - Environmental Law Lec 1,2024,fall
Urban Planning (URBN PL) 269 - Special Topics in Environmental Analysis and Policy Lec 1,TR,11am-12:15pm,"Herrera, V.",2024,fall
Urban Planning (URBN PL) 280 - Affordable Housing Development Lec 1,M,9am-11:50am,"Horsford, C.D.",2024,fall
